,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
5130,INN05131,2,0,1,5,Meal Plan 1,0,Room_Type 1,109,2018,12,6,Online,0,0,0,88.4,3,Not_Canceled
1923,INN01924,2,0,2,2,Meal Plan 1,0,Room_Type 1,193,2018,7,31,Offline,0,0,0,72.25,1,Not_Canceled
20298,INN20299,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65.0,0,Not_Canceled
31170,INN31171,2,0,1,5,Meal Plan 1,0,Room_Type 3,11,2018,11,1,Corporate,0,0,0,110.0,1,Not_Canceled
16942,INN16943,2,0,2,5,Meal Plan 1,0,Room_Type 2,69,2017,12,29,Online,0,0,0,92.43,0,Not_Canceled
10422,INN10423,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,3,21,Online,0,0,0,89.0,0,Not_Canceled
5116,INN05117,2,0,2,0,Meal Plan 1,0,Room_Type 1,11,2017,12,6,Online,0,0,0,94.6,1,Not_Canceled
16040,INN16041,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,1,10,Online,0,0,0,82.0,0,Not_Canceled
2606,INN02607,2,0,1,0,Meal Plan 1,0,Room_Type 4,253,2018,9,19,Online,0,0,0,115.2,2,Canceled
11703,INN11704,2,0,1,2,Not Selected,0,Room_Type 1,27,2017,9,18,Online,0,0,0,115.0,1,Not_Canceled
8778,INN08779,1,0,0,1,Meal Plan 1,1,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
22427,INN22428,2,0,1,0,Not Selected,0,Room_Type 1,0,2017,12,21,Online,0,0,0,75.0,0,Not_Canceled
29700,INN29701,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
33207,INN33208,2,0,1,2,Not Selected,0,Room_Type 1,243,2018,9,9,Online,0,0,0,95.4,0,Canceled
14638,INN14639,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100.0,0,Not_Canceled
25525,INN25526,2,0,1,5,Meal Plan 1,0,Room_Type 4,3,2017,11,9,Online,0,0,0,72.75,1,Not_Canceled
6924,INN06925,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Online,0,0,0,115.0,1,Canceled
1891,INN01892,3,0,2,8,Meal Plan 1,0,Room_Type 4,150,2018,7,14,Online,0,0,0,131.75,2,Canceled
17244,INN17245,2,0,0,3,Not Selected,0,Room_Type 1,0,2018,3,31,Online,0,0,0,99.0,1,Not_Canceled
18035,INN18036,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115.0,0,Canceled
8189,INN08190,2,0,2,0,Meal Plan 2,0,Room_Type 1,268,2018,10,30,Offline,0,0,0,105.0,0,Canceled
23636,INN23637,2,0,0,3,Meal Plan 1,0,Room_Type 4,17,2017,10,15,Online,0,0,0,104.11,1,Not_Canceled
14282,INN14283,2,0,1,1,Meal Plan 1,0,Room_Type 1,39,2018,2,27,Online,0,0,0,80.1,0,Canceled
21551,INN21552,2,0,2,5,Meal Plan 1,0,Room_Type 1,116,2018,6,16,Online,0,0,0,117.06,2,Not_Canceled
16966,INN16967,2,1,1,1,Meal Plan 1,0,Room_Type 1,4,2018,3,21,Online,0,0,0,119.0,0,Canceled
7525,INN07526,1,0,0,1,Not Selected,0,Room_Type 1,58,2018,12,24,Online,0,0,0,54.05,1,Not_Canceled
8971,INN08972,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,2018,10,3,Offline,0,0,0,100.0,0,Canceled
32078,INN32079,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,9,1,Online,0,0,0,99.63,0,Not_Canceled
15386,INN15387,2,0,2,2,Meal Plan 1,0,Room_Type 4,90,2018,8,7,Online,0,0,0,133.2,0,Not_Canceled
14516,INN14517,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,117.0,1,Canceled
14254,INN14255,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,12,7,Online,0,0,0,106.33,0,Not_Canceled
14435,INN14436,2,0,2,3,Meal Plan 1,0,Room_Type 1,61,2018,3,3,Online,0,0,0,79.36,1,Not_Canceled
7297,INN07298,2,1,2,2,Meal Plan 1,0,Room_Type 4,11,2018,6,26,Offline,0,0,0,156.8,3,Not_Canceled
34039,INN34040,3,0,0,2,Meal Plan 1,0,Room_Type 4,32,2018,2,26,Online,0,0,0,121.5,1,Canceled
35763,INN35764,2,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled
33439,INN33440,2,0,1,3,Meal Plan 1,0,Room_Type 4,7,2018,12,29,Online,0,0,0,125.8,0,Not_Canceled
29055,INN29056,2,0,1,3,Meal Plan 1,0,Room_Type 1,53,2018,6,20,Online,0,0,0,99.9,2,Not_Canceled
8081,INN08082,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,1,25,Corporate,0,0,0,79.0,0,Not_Canceled
1733,INN01734,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,11,6,Online,0,0,0,90.95,1,Not_Canceled
25728,INN25729,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,8,2,Online,0,0,0,121.0,1,Not_Canceled
29598,INN29599,2,2,2,3,Meal Plan 1,0,Room_Type 6,37,2018,6,10,Online,0,0,0,211.5,0,Canceled
9382,INN09383,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94.5,0,Not_Canceled
9486,INN09487,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,7,5,Online,0,0,0,151.0,1,Not_Canceled
35309,INN35310,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2017,8,17,Online,0,0,0,122.0,3,Not_Canceled
1371,INN01372,2,0,0,4,Meal Plan 1,0,Room_Type 4,37,2018,3,1,Online,0,0,0,95.4,1,Canceled
31634,INN31635,2,0,2,2,Meal Plan 1,0,Room_Type 1,98,2018,10,30,Online,0,0,0,85.05,1,Not_Canceled
32008,INN32009,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,Offline,0,0,0,76.67,0,Not_Canceled
18161,INN18162,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,9,22,Corporate,0,0,0,147.0,0,Not_Canceled
10692,INN10693,2,0,0,5,Meal Plan 1,0,Room_Type 1,13,2017,10,20,Online,0,0,0,99.95,1,Not_Canceled
13548,INN13549,2,0,2,5,Meal Plan 1,0,Room_Type 1,41,2018,2,28,Offline,0,0,0,66.29,0,Not_Canceled
18176,INN18177,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2018,9,8,Online,0,0,0,130.0,1,Not_Canceled
18726,INN18727,2,0,2,4,Meal Plan 1,0,Room_Type 2,56,2017,10,9,Online,0,0,0,68.72,0,Canceled
14816,INN14817,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109.0,0,Canceled
2834,INN02835,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,3,21,Corporate,1,0,6,65.0,1,Not_Canceled
32182,INN32183,2,0,2,4,Meal Plan 1,0,Room_Type 1,160,2018,4,27,Offline,0,0,0,90.0,0,Canceled
28061,INN28062,3,0,2,0,Meal Plan 1,0,Room_Type 4,49,2018,8,21,Online,0,0,0,168.3,2,Not_Canceled
14956,INN14957,1,0,0,1,Meal Plan 1,0,Room_Type 6,0,2018,2,10,Complementary,1,3,11,0.0,1,Not_Canceled
26498,INN26499,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,2018,7,7,Corporate,0,0,0,79.0,0,Not_Canceled
16903,INN16904,2,0,0,2,Not Selected,0,Room_Type 1,31,2018,12,2,Online,0,0,0,88.0,0,Canceled
35826,INN35827,2,0,1,3,Meal Plan 1,0,Room_Type 4,71,2018,9,19,Online,0,0,0,149.4,2,Not_Canceled
9991,INN09992,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,102.0,0,Canceled
11635,INN11636,2,0,1,2,Meal Plan 1,0,Room_Type 1,105,2018,3,18,Offline,0,0,0,58.0,0,Not_Canceled
20493,INN20494,2,0,2,2,Meal Plan 1,0,Room_Type 1,10,2018,12,3,Online,0,0,0,89.89,1,Not_Canceled
9483,INN09484,3,0,0,3,Meal Plan 1,0,Room_Type 1,77,2018,5,17,Online,0,0,0,159.3,0,Canceled
1792,INN01793,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,10,6,Corporate,0,0,0,65.0,0,Not_Canceled
12067,INN12068,2,0,0,4,Meal Plan 1,0,Room_Type 1,12,2018,2,16,Offline,0,0,0,85.0,0,Not_Canceled
12609,INN12610,2,0,2,1,Meal Plan 1,0,Room_Type 4,202,2018,10,22,Online,0,0,0,109.8,0,Canceled
36012,INN36013,2,1,2,2,Meal Plan 1,0,Room_Type 4,33,2017,10,31,Offline,0,0,0,63.75,1,Not_Canceled
11232,INN11233,2,0,2,7,Meal Plan 1,0,Room_Type 1,88,2018,3,17,Online,0,0,0,85.51,1,Not_Canceled
30864,INN30865,2,0,2,1,Meal Plan 1,0,Room_Type 1,61,2018,9,18,Online,0,0,0,135.9,0,Canceled
8658,INN08659,2,0,0,3,Meal Plan 1,0,Room_Type 1,122,2018,12,8,Online,0,0,0,80.0,0,Canceled
25495,INN25496,2,0,1,0,Not Selected,0,Room_Type 1,93,2018,6,26,Online,0,0,0,85.5,1,Not_Canceled
6617,INN06618,2,0,2,3,Not Selected,0,Room_Type 1,108,2018,12,24,Online,0,0,0,97.0,1,Canceled
35102,INN35103,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110.0,0,Canceled
7719,INN07720,2,1,1,0,Not Selected,0,Room_Type 1,52,2018,9,5,Online,0,0,0,79.2,0,Not_Canceled
1302,INN01303,3,0,0,3,Meal Plan 1,0,Room_Type 4,237,2018,10,13,Online,0,0,0,147.3,0,Canceled
22458,INN22459,2,0,0,3,Meal Plan 1,0,Room_Type 6,172,2018,10,4,Online,0,0,0,180.9,0,Canceled
13013,INN13014,2,0,1,1,Meal Plan 1,1,Room_Type 1,1,2018,10,1,Online,0,0,0,184.0,3,Not_Canceled
11735,INN11736,2,0,0,1,Not Selected,0,Room_Type 1,14,2018,9,20,Online,0,0,0,129.0,1,Not_Canceled
2059,INN02060,3,0,1,3,Meal Plan 1,0,Room_Type 4,88,2018,10,10,Online,0,0,0,151.2,0,Canceled
30974,INN30975,2,0,2,1,Not Selected,0,Room_Type 1,43,2018,12,25,Online,0,0,0,88.0,2,Not_Canceled
7785,INN07786,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105.0,0,Not_Canceled
7896,INN07897,2,0,2,5,Not Selected,0,Room_Type 1,78,2018,6,28,Online,0,0,0,103.5,2,Not_Canceled
19225,INN19226,2,1,0,2,Not Selected,0,Room_Type 1,54,2018,9,9,Offline,0,0,0,121.68,1,Not_Canceled
15216,INN15217,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled
4879,INN04880,3,0,0,3,Meal Plan 2,0,Room_Type 4,114,2018,7,14,Online,0,0,0,189.0,0,Canceled
24022,INN24023,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Offline,0,0,0,115.0,0,Canceled
28707,INN28708,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
21441,INN21442,2,0,2,3,Meal Plan 2,0,Room_Type 1,16,2018,5,29,Offline,0,0,0,110.75,0,Not_Canceled
32247,INN32248,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,12,31,Online,0,0,0,135.0,1,Not_Canceled
29838,INN29839,2,0,0,3,Meal Plan 1,0,Room_Type 1,20,2018,10,4,Online,0,0,0,149.0,0,Not_Canceled
8438,INN08439,1,0,0,1,Not Selected,0,Room_Type 1,2,2018,6,22,Offline,0,0,0,124.0,0,Not_Canceled
35455,INN35456,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,6,Offline,0,0,0,106.4,0,Not_Canceled
19045,INN19046,2,0,0,1,Not Selected,0,Room_Type 1,19,2018,4,13,Online,0,0,0,119.0,1,Not_Canceled
19799,INN19800,2,0,1,1,Meal Plan 1,0,Room_Type 1,44,2018,11,5,Offline,0,0,0,112.0,1,Not_Canceled
28571,INN28572,2,0,0,4,Meal Plan 1,0,Room_Type 1,8,2017,8,26,Online,0,0,0,90.0,2,Not_Canceled
35443,INN35444,2,0,2,5,Meal Plan 1,0,Room_Type 4,195,2018,8,17,Online,0,0,0,112.2,2,Canceled
26561,INN26562,1,0,1,1,Not Selected,0,Room_Type 1,0,2017,11,7,Online,0,0,0,73.15,0,Not_Canceled
20668,INN20669,1,0,2,3,Meal Plan 1,0,Room_Type 1,19,2018,11,6,Online,0,0,0,132.89,1,Not_Canceled
6193,INN06194,2,0,0,1,Meal Plan 1,0,Room_Type 1,66,2018,4,23,Online,0,0,0,105.3,2,Not_Canceled
31162,INN31163,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
30531,INN30532,3,0,0,3,Not Selected,0,Room_Type 1,67,2018,3,10,Online,0,0,0,69.5,1,Not_Canceled
3985,INN03986,2,0,1,2,Meal Plan 1,0,Room_Type 1,39,2018,3,14,Online,0,0,0,81.9,0,Not_Canceled
14621,INN14622,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
2619,INN02620,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2018,7,23,Online,0,0,0,99.9,0,Canceled
23495,INN23496,1,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,8,30,Corporate,0,0,0,65.0,0,Canceled
27823,INN27824,2,2,2,2,Meal Plan 2,0,Room_Type 6,163,2018,12,23,Online,0,0,0,192.95,0,Not_Canceled
226,INN00227,2,2,2,2,Meal Plan 1,0,Room_Type 6,144,2018,5,27,Online,0,0,0,177.65,1,Canceled
2111,INN02112,2,0,2,3,Meal Plan 1,0,Room_Type 4,86,2018,8,4,Online,0,0,0,82.45,0,Canceled
2185,INN02186,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,136.0,0,Not_Canceled
25975,INN25976,2,0,0,3,Not Selected,0,Room_Type 1,25,2018,10,20,Online,0,0,0,119.0,1,Not_Canceled
27655,INN27656,2,0,2,2,Not Selected,0,Room_Type 1,44,2018,12,2,Online,0,0,0,74.8,1,Not_Canceled
2260,INN02261,3,0,1,4,Meal Plan 1,0,Room_Type 4,57,2018,10,31,Online,0,0,0,131.58,1,Canceled
907,INN00908,2,0,1,1,Meal Plan 1,0,Room_Type 1,80,2018,11,12,Online,0,0,0,93.6,0,Canceled
26576,INN26577,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
4874,INN04875,2,0,0,1,Meal Plan 1,0,Room_Type 4,20,2018,5,21,Online,0,0,0,156.0,1,Not_Canceled
32354,INN32355,2,0,2,4,Meal Plan 1,0,Room_Type 1,6,2017,8,5,Offline,0,0,0,70.0,0,Not_Canceled
22605,INN22606,2,0,2,5,Meal Plan 1,0,Room_Type 1,267,2018,9,19,Online,0,0,0,73.37,1,Not_Canceled
9896,INN09897,2,0,0,4,Meal Plan 1,0,Room_Type 1,88,2018,4,27,Online,0,0,0,105.4,3,Not_Canceled
16412,INN16413,2,0,0,2,Meal Plan 1,1,Room_Type 4,129,2018,8,25,Online,0,0,0,109.8,0,Not_Canceled
10569,INN10570,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,6,16,Corporate,1,0,1,95.0,0,Not_Canceled
13157,INN13158,2,0,1,4,Meal Plan 1,0,Room_Type 4,51,2018,8,31,Online,0,0,0,123.3,0,Canceled
8347,INN08348,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,12,21,Online,0,0,0,102.72,0,Canceled
13654,INN13655,3,0,0,2,Meal Plan 1,0,Room_Type 1,2,2017,12,29,Online,0,0,0,109.61,1,Not_Canceled
26092,INN26093,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,11,26,Corporate,0,0,0,79.0,1,Not_Canceled
21117,INN21118,2,0,0,2,Meal Plan 1,0,Room_Type 1,82,2018,6,10,Online,0,0,0,121.5,1,Not_Canceled
20099,INN20100,2,0,1,1,Meal Plan 1,0,Room_Type 1,137,2018,6,13,Online,0,0,0,101.53,2,Not_Canceled
29485,INN29486,1,0,0,3,Meal Plan 2,0,Room_Type 1,13,2018,4,26,Offline,0,0,0,73.0,0,Not_Canceled
1090,INN01091,2,0,0,3,Not Selected,0,Room_Type 1,36,2018,12,8,Online,0,0,0,88.0,0,Canceled
28179,INN28180,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,3,15,Online,0,0,0,97.0,1,Not_Canceled
35396,INN35397,2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2018,10,2,Offline,0,0,0,85.0,1,Not_Canceled
5258,INN05259,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2018,10,8,Online,0,0,0,118.0,1,Not_Canceled
17137,INN17138,1,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,2,9,Online,0,0,0,67.22,1,Not_Canceled
7643,INN07644,1,0,1,5,Meal Plan 1,0,Room_Type 4,78,2018,7,5,Online,0,0,0,130.2,0,Canceled
35750,INN35751,2,0,2,5,Meal Plan 2,0,Room_Type 1,80,2018,7,10,Online,0,0,0,142.07,1,Not_Canceled
18156,INN18157,2,0,2,2,Meal Plan 1,0,Room_Type 1,38,2018,8,21,Online,0,0,0,135.9,0,Canceled
25417,INN25418,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,94.5,0,Not_Canceled
1995,INN01996,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
34313,INN34314,2,0,0,3,Meal Plan 1,0,Room_Type 1,97,2018,7,14,Online,0,0,0,90.08,1,Not_Canceled
32319,INN32320,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,Offline,0,0,0,76.67,0,Not_Canceled
21675,INN21676,2,1,0,1,Meal Plan 1,0,Room_Type 6,114,2018,7,30,Online,0,0,0,186.3,2,Not_Canceled
18722,INN18723,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,0,Not_Canceled
10974,INN10975,2,0,1,3,Meal Plan 1,0,Room_Type 4,63,2018,2,4,Online,0,0,0,62.32,3,Not_Canceled
11661,INN11662,2,0,0,5,Meal Plan 1,0,Room_Type 1,25,2018,11,15,Offline,0,0,0,68.0,0,Not_Canceled
18308,INN18309,2,0,2,1,Meal Plan 1,0,Room_Type 1,228,2018,10,30,Online,0,0,0,93.3,0,Canceled
12802,INN12803,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,80.0,0,Not_Canceled
30591,INN30592,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,0,Canceled
21247,INN21248,2,0,0,1,Not Selected,0,Room_Type 1,22,2018,6,22,Online,0,0,0,129.0,0,Canceled
7372,INN07373,2,0,2,0,Not Selected,0,Room_Type 1,4,2018,9,25,Online,0,0,0,160.0,0,Not_Canceled
16336,INN16337,3,0,2,2,Meal Plan 1,0,Room_Type 4,80,2018,10,21,Online,0,0,0,151.2,0,Not_Canceled
23454,INN23455,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
2208,INN02209,2,0,1,0,Not Selected,0,Room_Type 1,35,2017,9,14,Online,0,0,0,86.4,2,Not_Canceled
15128,INN15129,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Offline,0,0,0,65.0,0,Canceled
24792,INN24793,2,0,2,3,Meal Plan 1,0,Room_Type 4,61,2018,9,11,Online,0,0,0,149.4,1,Not_Canceled
24860,INN24861,1,0,0,3,Meal Plan 1,0,Room_Type 2,3,2018,9,20,Online,0,0,0,155.68,4,Not_Canceled
14137,INN14138,2,0,0,3,Meal Plan 1,0,Room_Type 4,106,2018,8,9,Online,0,0,0,131.4,2,Not_Canceled
18360,INN18361,2,0,1,2,Meal Plan 1,0,Room_Type 1,88,2018,4,4,Online,0,0,0,90.3,1,Not_Canceled
15381,INN15382,3,0,0,3,Meal Plan 1,0,Room_Type 1,199,2018,8,9,Online,0,0,0,128.7,2,Canceled
26665,INN26666,1,0,2,1,Meal Plan 1,0,Room_Type 1,163,2018,10,15,Offline,0,0,0,115.0,0,Canceled
5110,INN05111,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
31616,INN31617,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75.0,0,Canceled
26002,INN26003,2,0,1,3,Meal Plan 1,0,Room_Type 1,90,2018,4,4,Online,0,0,0,82.45,1,Not_Canceled
4094,INN04095,2,1,3,6,Meal Plan 1,0,Room_Type 4,199,2018,7,23,Online,0,0,0,94.51,2,Not_Canceled
26137,INN26138,1,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,6,28,Corporate,1,1,9,65.0,1,Not_Canceled
14362,INN14363,2,0,1,1,Not Selected,0,Room_Type 1,33,2018,5,9,Online,0,0,0,104.49,0,Canceled
6711,INN06712,2,0,1,3,Meal Plan 1,0,Room_Type 1,3,2018,8,29,Online,0,0,0,146.5,2,Not_Canceled
21213,INN21214,2,0,1,3,Meal Plan 1,0,Room_Type 4,30,2018,10,3,Online,0,0,0,152.78,0,Canceled
23793,INN23794,2,0,1,2,Meal Plan 1,0,Room_Type 4,26,2018,5,20,Online,0,0,0,158.33,0,Canceled
25196,INN25197,2,0,0,3,Meal Plan 1,0,Room_Type 4,81,2018,9,8,Online,0,0,0,149.4,1,Canceled
13069,INN13070,2,0,0,1,Not Selected,0,Room_Type 1,31,2018,9,6,Online,0,0,0,87.3,1,Not_Canceled
25351,INN25352,2,0,0,4,Meal Plan 1,0,Room_Type 1,69,2017,12,30,Online,0,0,0,111.3,1,Not_Canceled
23890,INN23891,2,0,1,4,Meal Plan 1,0,Room_Type 1,154,2018,9,12,Offline,0,0,0,80.75,0,Not_Canceled
15031,INN15032,1,0,0,3,Meal Plan 1,0,Room_Type 1,4,2017,11,17,Corporate,1,0,3,65.0,0,Not_Canceled
13568,INN13569,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,2017,9,11,Online,0,0,0,76.81,1,Canceled
23681,INN23682,1,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,65.0,0,Not_Canceled
32125,INN32126,2,0,0,4,Meal Plan 1,0,Room_Type 1,23,2018,3,2,Offline,0,0,0,85.0,0,Not_Canceled
8790,INN08791,1,0,2,0,Meal Plan 1,0,Room_Type 1,38,2018,8,21,Online,0,0,0,90.95,0,Not_Canceled
4715,INN04716,2,0,2,1,Meal Plan 1,0,Room_Type 1,15,2018,5,7,Online,0,0,0,93.17,0,Not_Canceled
36148,INN36149,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled
6728,INN06729,1,0,0,1,Meal Plan 1,0,Room_Type 1,78,2017,9,30,Online,0,0,0,62.18,2,Not_Canceled
13774,INN13775,2,0,0,3,Not Selected,0,Room_Type 1,30,2018,8,2,Online,0,0,0,134.1,1,Not_Canceled
298,INN00299,2,1,2,1,Meal Plan 2,0,Room_Type 1,27,2017,12,27,Offline,0,0,0,104.5,3,Not_Canceled
3091,INN03092,2,0,2,2,Meal Plan 1,0,Room_Type 1,20,2018,11,13,Online,0,0,0,90.65,1,Not_Canceled
18452,INN18453,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled
12007,INN12008,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,8,18,Online,0,0,0,158.0,0,Canceled
16150,INN16151,3,0,0,2,Meal Plan 1,0,Room_Type 1,128,2018,7,8,Online,0,0,0,146.7,2,Not_Canceled
10973,INN10974,2,0,2,2,Meal Plan 1,0,Room_Type 1,112,2017,12,4,Online,0,0,0,52.85,1,Not_Canceled
19805,INN19806,0,2,2,2,Meal Plan 1,0,Room_Type 2,7,2018,3,4,Online,0,0,0,85.96,1,Canceled
34972,INN34973,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,14,Complementary,0,0,0,0.0,0,Not_Canceled
26076,INN26077,2,0,2,3,Meal Plan 1,0,Room_Type 1,155,2018,7,8,Offline,0,0,0,72.25,0,Not_Canceled
10494,INN10495,1,0,0,1,Meal Plan 1,0,Room_Type 1,24,2018,2,24,Online,0,0,0,85.0,2,Not_Canceled
19497,INN19498,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
5568,INN05569,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Online,0,0,0,120.0,0,Canceled
16907,INN16908,2,0,0,1,Meal Plan 1,0,Room_Type 1,151,2018,7,15,Online,0,0,0,105.3,1,Canceled
25562,INN25563,2,0,1,0,Meal Plan 1,0,Room_Type 4,23,2018,11,6,Offline,0,0,0,92.0,0,Not_Canceled
7907,INN07908,2,0,0,4,Meal Plan 1,0,Room_Type 1,303,2018,12,6,Online,0,0,0,73.95,1,Canceled
3786,INN03787,2,1,2,4,Meal Plan 1,0,Room_Type 4,143,2018,4,23,Online,0,0,0,101.54,2,Canceled
3885,INN03886,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,13,Corporate,0,0,0,79.0,1,Not_Canceled
34551,INN34552,2,0,2,1,Meal Plan 1,0,Room_Type 4,97,2018,4,16,Online,0,0,0,102.3,0,Not_Canceled
16051,INN16052,2,0,0,3,Meal Plan 1,0,Room_Type 1,87,2018,4,26,Online,0,0,0,96.3,2,Not_Canceled
29373,INN29374,1,0,1,3,Meal Plan 1,0,Room_Type 1,127,2018,4,28,Offline,0,0,0,80.0,0,Not_Canceled
31374,INN31375,3,0,1,3,Meal Plan 1,1,Room_Type 4,7,2017,10,26,Offline,0,0,0,134.0,1,Not_Canceled
15082,INN15083,2,0,1,2,Meal Plan 1,0,Room_Type 1,22,2017,9,4,Online,0,0,0,105.0,2,Not_Canceled
11240,INN11241,2,0,0,3,Meal Plan 2,0,Room_Type 1,203,2018,12,8,Online,0,0,0,112.5,0,Not_Canceled
605,INN00606,1,0,0,2,Meal Plan 1,0,Room_Type 1,91,2018,9,14,Corporate,1,1,2,65.0,0,Not_Canceled
25899,INN25900,3,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,10,5,Offline,0,0,0,115.0,0,Not_Canceled
25103,INN25104,1,0,1,2,Meal Plan 1,0,Room_Type 4,18,2018,5,9,Online,0,0,0,136.0,0,Canceled
3169,INN03170,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
35866,INN35867,2,0,1,1,Not Selected,0,Room_Type 1,34,2018,10,29,Online,0,0,0,109.0,1,Canceled
